56,81,56,81,56
56,81,56,81,56
65,64,73,72,65
56,56,56,62,62
58,61,58,68,73
73,70,70,77,77
37,62,37,62,62
68,60,60,68,46
81,87,81,81,87
68,87,75,93,87
68,81,75,75,87
56,66,50,58,63
0,0,0,0,0
18,81,93,87,75
12,6,12,0,0
0,0,0,0,0
45,80,68,68,83
30,76,66,88,81
87,25,81,100,87
25,12,12,0,0
23,25,21,16,16
87,100,100,62,81
87,50,37,68,81
6,0,0,0,0
52,73,72,68,61
72,56,66,72,77
41,69,54,50,46
58,61,78,68,48
52,54,60,78,86
42,61,70,68,70
100,50,50,62,25
100,87,75,50,31
62,50,62,62,100
58,80,55,48,56
56,81,81,62,68
0,0,0,0,0
87,62,62,75,37
58,77,74,77,69
55,53,58,65,66
72,65,70,77,62
69,68,88,65,66
73,55,76,63,68
68,62,93,56,81
51,66,60,73,73
51,85,65,41,66
55,61,66,56,43
31,62,56,81,31
53,57,58,65,80
84,82,86,78,80
75,43,50,75,62
93,50,93,87,81
18,12,16,17,10
37,62,56,25,75
65,63,58,58,66
55,66,65,58,73
75,50,56,56,100
0,0,0,0,0
56,75,93,68,68
50,50,62,93,62
0,0,0,0,0
12,12,81,81,87
68,86,51,61,78
70,68,80,73,86
63,63,61,71,73
62,75,87,87,75
0,0,0,0,0
0,0,0,0,0
87,62,93,37,25
75,75,75,31,68
100,18,93,43,25
37,25,25,25,12
68,53,72,50,72
58,41,58,56,71
25,68,81,62,100
75,100,75,100,31
0,0,0,0,0
86,48,84,69,50
43,75,81,75,56
43,75,81,75,87
65,90,78,65,70
86,58,90,77,50
28,43,26,30,36
45,68,56,58,71
56,87,81,62,81
69,80,78,56,77
68,68,68,87,75
74,62,66,32,49
87,100,100,50,12
58,73,81,85,71
55,43,43,60,63
100,68,81,75,18
93,81,87,81,68
6,12,12,0,6
85,62,68,70,86
31,62,12,56,50
81,68,68,87,56
76,40,61,40,61
87,81,93,68,56
87,81,93,68,56
45,74,92,80,86
56,69,76,68,68
56,76,61,46,93
40,81,88,48,82
53,71,58,61,76
45,73,70,66,70
31,33,33,28,30
82,65,78,74,53
80,57,73,74,72
58,73,68,53,58
51,65,61,63,81
6,0,0,0,0
63,70,70,60,58
68,87,75,81,37
48,50,61,63,56
87,81,93,93,62
63,50,56,65,61
0,0,0,0,0
62,43,75,68,100
54,58,56,65,62
70,77,78,65,60
57,62,72,69,69
14,13,17,17,4
43,12,68,25,81
48,74,82,86,82
0,12,12,12,12
5,0,0,0,0
56,68,75,62,75
25,87,75,62,50
37,62,81,100,62
81,18,31,75,37
0,0,0,0,0
50,12,56,75,81
40,35,31,35,33
100,62,62,87,0
62,87,81,75,68
82,68,48,73,77
77,42,56,84,93
65,48,75,50,68
68,37,62,75,37
5,5,0,0,0
94,62,61,37,69
75,50,37,50,43
87,56,62,31,68
87,37,75,100,100
58,68,85,55,75
58,68,85,55,75
75,75,56,87,37
62,87,68,68,37
87,93,81,81,87
100,100,100,93,100
56,58,71,68,56
62,50,75,81,62
50,63,66,56,76
75,43,81,68,50
87,50,87,100,87
0,0,0,0,0
75,62,81,75,37
100,50,75,50,56
63,51,68,75,70
81,75,68,100,75
74,62,81,77,53
0,0,0,0,0
76,40,60,61,51
10,12,9,10,10
72,61,68,61,42
93,37,56,25,25
25,12,25,12,6
58,65,68,68,66
62,75,50,50,25
56,12,50,87,37
75,81,81,81,50
87,25,100,50,25
87,62,62,100,62
64,64,58,80,84
70,92,77,78,80
87,93,75,81,62
53,85,84,77,77
87,87,93,87,93
55,56,55,63,76
0,0,0,0,0
66,84,70,56,60
87,43,81,37,43
62,81,93,81,87
16,21,8,13,11
41,80,68,81,86
81,50,37,37,43
43,75,87,50,87
87,12,87,100,81
70,56,65,83,51
50,18,56,75,87
81,37,87,68,62
43,68,71,58,68
68,66,70,58,70
68,62,87,31,31
33,84,69,77,88
0,0,0,0,0
68,68,68,50,62
2,2,0,0,0
12,12,6,0,0
75,56,68,56,68
78,46,76,80,81
87,93,87,87,75
68,75,87,6,37
61,64,78,85,89
4,5,0,0,0
50,12,81,75,87
0,0,0,0,0
65,55,53,68,70
77,66,78,72,80
66,76,80,80,70
36,76,45,65,83
37,87,68,100,56
1,3,0,0,0
62,75,75,87,75
93,87,100,93,50
0,6,0,0,0
0,0,0,0,0
93,12,62,43,25
0,0,0,0,0
56,18,25,62,25
56,62,81,50,62
71,56,66,60,60
44,32,68,50,70
43,68,93,75,100
68,50,87,50,50
62,0,87,62,75
87,100,87,68,75
37,25,31,12,18
75,25,81,81,87
87,68,62,100,75
81,68,100,68,93
81,62,62,93,37
56,81,87,87,81
100,50,56,56,50
75,37,87,68,43
73,51,78,53,58
66,42,50,64,54
78,41,50,75,38
50,81,75,75,75
62,81,81,56,68
37,18,50,75,43
81,50,75,87,43
87,37,68,62,75
93,68,87,56,31
68,56,81,75,75
50,62,93,62,87
88,36,53,55,36
6,0,0,0,0
25,18,56,43,56
68,75,81,81,37
75,18,62,37,81
81,50,60,51,53
37,37,37,37,37
81,50,68,87,25
45,78,61,83,83
31,75,68,87,81
81,31,75,68,37
96,38,72,65,57
55,63,56,58,70
41,58,73,65,98
68,75,81,75,56
87,56,87,81,68
81,43,81,100,31
87,75,62,87,56
68,50,37,87,18
60,48,68,73,68
12,18,12,12,0
46,50,92,56,84
68,62,75,87,56
53,68,69,78,70
68,56,75,56,43
87,50,87,87,37
62,25,93,68,87
68,25,62,100,56
56,18,75,50,87
56,75,87,75,62
74,61,72,69,53
87,81,68,25,6
55,38,60,55,41
37,37,62,43,37
100,81,68,93,43
68,48,70,68,78
48,78,63,51,86
50,6,87,43,31
93,81,100,56,68
61,66,55,65,63
87,50,56,56,18
83,55,70,60,88
50,73,58,70,76
56,37,87,62,43
0,0,0,0,0
62,25,56,87,68
5,2,0,0,0
81,75,87,81,50
62,54,80,41,54
62,75,68,62,62
75,38,53,70,51
61,61,62,84,61
2,5,0,0,0
100,56,68,62,18
62,50,81,43,37
81,43,62,50,25
66,90,75,43,73
70,68,55,58,61
50,25,56,62,43
81,62,43,87,43
0,0,0,0,0
0,0,0,0,0
93,62,37,93,62
43,75,62,37,62
68,18,56,81,56
41,86,63,81,75
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
64,48,72,72,65
43,78,75,51,86
60,73,58,63,73
14,12,14,10,10
87,62,62,87,37
50,18,81,56,50
60,56,70,60,56
62,50,62,93,75
56,62,81,81,62
62,56,81,50,56
0,0,0,0,0
62,62,50,56,31
75,56,87,68,75
58,86,70,83,45
3,6,6,6,6
100,100,87,100,75
74,62,77,61,66
87,75,93,87,93
56,31,75,50,37
87,75,75,50,37
25,43,87,75,75
31,25,62,75,56
12,6,0,0,0
48,51,78,61,58
75,50,75,62,56
37,68,75,50,68
50,76,81,65,77
81,55,58,51,70
18,68,100,62,81
60,75,73,66,73
50,50,68,93,50
49,48,80,88,64
81,62,87,93,50
62,6,75,68,62
100,37,75,93,81
69,69,80,81,70
78,71,56,68,61
38,66,71,71,95
37,68,68,75,43
0,0,0,0,0
62,53,82,62,77
62,50,87,87,87
66,60,63,81,51
100,56,56,81,18
31,81,75,43,25
81,56,68,75,62
93,31,93,31,31
87,62,68,81,37
12,12,0,0,0
87,56,81,62,62
63,56,51,63,63
93,87,87,75,62
0,0,0,0,0
0,0,0,0,0
37,6,18,18,0
100,75,87,87,37
100,43,75,93,75
25,62,81,68,56
73,61,64,66,53
12,0,12,12,0
87,87,100,81,81
0,0,0,0,0
37,43,75,31,75
100,62,68,87,43
43,37,75,81,100
31,93,81,75,56
75,75,50,62,12
76,50,51,66,58
56,56,68,87,75
75,25,75,100,75
75,56,37,25,6
45,56,53,73,73
75,93,100,87,50
93,56,93,75,75
78,44,62,30,69
68,75,75,62,81
70,50,73,65,50
81,75,68,75,43
56,50,88,25,43
0,0,0,0,0
93,62,77,62,42
87,43,75,31,81
45,57,77,62,69
68,63,51,60,46
65,36,48,61,61
50,61,69,45,68
37,25,100,87,75
68,37,75,31,25
93,93,87,93,56
87,68,81,87,56
5,12,8,10,2
51,60,73,75,60
87,56,81,56,37
0,0,0,0,0
86,49,49,49,70
56,56,50,50,50
60,62,85,46,69
12,43,62,62,93
87,37,62,81,75
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
60,44,77,69,70
46,58,69,61,64
56,62,68,68,56
50,56,68,56,81
75,58,63,58,41
75,43,61,50,41
12,0,12,0,12
75,37,62,62,75
56,62,68,68,56
18,31,21,35,38
56,63,76,58,83
0,0,0,0,0
77,48,72,72,69
31,18,62,62,25
0,0,0,0,0
76,46,68,65,70
76,68,65,51,55
75,68,87,62,62
50,68,56,62,75
81,43,87,50,43
68,43,81,50,25
43,37,81,37,87
76,49,76,57,64
62,37,31,87,43
12,12,12,12,6
43,68,81,50,87
58,86,71,55,71
87,93,75,75,31
62,56,75,93,68
46,55,75,61,60
87,43,87,87,18
81,18,87,43,62
31,56,68,31,12
68,70,74,62,70
44,76,78,77,64
100,93,93,93,75
87,81,93,81,37
75,81,87,43,75
0,0,0,0,0
70,71,71,53,68
50,62,81,68,87
100,75,87,87,50
87,87,56,87,50
31,81,37,62,31
93,87,87,75,18
60,63,48,71,68
5,5,0,0,0
81,68,50,93,43
46,72,85,72,50
0,0,0,0,0
81,25,50,81,12
100,43,75,68,56
43,0,68,56,50
75,75,87,43,37
93,50,56,81,37
87,12,75,62,50
56,62,56,68,56
4,5,5,5,0
0,0,0,0,0
87,56,68,93,37
93,93,87,87,43
60,66,80,84,74
25,18,68,81,100
75,60,65,73,38
69,73,85,77,62
50,93,81,68,75
68,87,75,68,50
62,37,87,62,31
87,25,81,87,50
12,0,0,0,0
62,37,50,50,25
74,81,84,80,61
62,37,81,56,68
43,37,81,68,87
44,77,86,76,46
90,56,81,68,69
70,56,73,77,82
69,49,49,66,68
93,68,75,87,18
90,50,62,57,49
62,43,100,87,68
87,100,68,87,50
6,50,37,62,75
61,76,61,55,73
100,56,75,87,50
55,46,68,61,81
50,50,50,50,50
0,0,0,0,0
87,50,75,81,31
0,0,0,0,0
53,57,72,69,45
68,75,100,62,93
6,0,0,0,0
61,58,55,70,66
18,6,81,18,62
87,43,43,50,37
87,56,56,43,18
48,61,92,72,77
81,56,81,93,93
65,61,69,70,77
50,50,56,56,31
62,43,50,56,81
75,50,62,81,68
63,43,60,58,65
50,31,43,18,0
75,62,100,18,56
20,25,16,16,18
50,69,85,56,64
75,53,61,50,46
77,48,68,60,56
61,61,60,60,60
56,31,87,81,75
100,100,100,100,100
50,25,37,62,37
50,31,56,43,50
28,29,30,26,24
56,68,80,61,46
87,62,43,68,31
66,40,61,48,50
31,25,62,68,37
75,31,75,93,87
16,12,12,13,10
66,42,58,61,53
75,93,56,87,31
66,45,63,58,51
74,40,73,60,62
64,54,69,72,66
87,62,75,68,31
42,68,58,54,62
100,12,62,87,100
50,50,100,50,62
37,6,87,56,93
87,56,75,68,31
75,37,25,87,37
62,56,52,52,57
64,85,74,50,73
0,0,0,0,0
43,68,75,100,43
87,68,87,68,12
37,81,75,56,37
0,0,0,0,0
43,63,60,60,70
87,100,62,50,31
68,68,68,68,50
75,75,62,75,43
18,25,12,12,0
68,56,87,68,62
68,68,75,81,50
93,43,75,81,43
100,81,93,81,75
37,43,56,87,93
56,50,81,87,56
93,93,81,81,50
75,25,37,18,0
50,75,93,68,50
87,87,43,100,37
72,68,58,53,72
83,55,53,60,33
58,68,90,65,57
78,38,73,45,83
45,48,48,73,55
48,62,82,76,56
6,3,6,6,6
87,68,81,100,100
93,56,87,62,81
69,37,66,61,78
87,81,75,50,62
75,56,81,62,56
0,0,0,0,0
26,23,25,31,30
0,0,0,0,0
52,60,68,61,50
87,31,25,68,18
68,60,73,94,68
62,50,62,50,75
48,58,70,68,73
57,68,77,56,85
75,25,62,62,31
66,58,58,66,55
41,97,85,61,88
81,37,37,62,12
50,52,66,50,46
60,54,68,66,62
81,50,62,75,37
75,75,93,68,62
41,53,58,50,55
0,0,0,0,0
68,81,87,87,93
60,70,65,66,65
56,31,81,81,62
88,57,80,52,48
68,0,50,31,50
18,25,25,12,6
81,37,75,37,0
63,60,58,60,70
18,0,6,6,6
81,62,75,50,37
37,56,68,62,25
68,37,37,37,31
62,0,75,43,31
0,12,12,12,6
87,50,87,81,18
93,92,100,93,93
93,68,81,37,43
25,53,40,31,35
37,87,93,43,81
75,75,75,43,50
0,0,0,0,0
50,58,63,61,61
0,0,0,0,0
49,65,80,60,61
68,75,87,75,68
0,0,0,0,0
75,50,50,81,50
0,0,0,0,0
12,12,0,0,0
87,0,75,37,6
62,12,75,81,25
51,66,63,61,60
75,50,50,81,50
43,56,48,60,78
62,61,61,60,57
0,0,0,0,0
81,87,87,100,37
100,37,81,68,25
62,25,87,25,56
51,75,63,60,81
62,56,56,56,56
70,43,50,58,65
68,62,87,75,68
68,43,75,81,43
77,66,54,56,72
88,50,58,58,81
37,31,81,100,18
12,12,13,10,8
6,6,0,0,0
18,18,8,13,13
31,56,68,37,50
76,68,61,56,70
87,18,50,62,56
68,50,56,50,6
25,25,56,75,25
0,0,0,0,0
58,33,69,70,70
77,66,81,64,82
50,75,68,56,68
44,74,69,52,66
48,73,63,63,73
93,75,56,62,62
46,33,53,58,60
81,43,75,56,25
75,50,68,56,50
51,83,63,75,71
93,93,93,81,75
87,43,81,56,68
50,43,75,25,56
87,43,81,56,68
5,1,0,0,0
33,26,32,30,26
60,71,61,53,68
50,56,68,87,68
18,87,87,75,56
68,43,93,87,62
0,0,0,0,0
50,62,68,75,37
75,43,75,81,12
68,81,62,68,25
73,68,83,60,45
56,6,68,43,18
69,68,80,72,58
77,60,66,72,69
68,63,70,60,55
87,56,68,68,75
87,81,100,50,62
87,43,62,75,75
87,56,81,87,31
68,68,87,56,62
87,50,50,87,18
31,37,75,25,50
61,42,68,74,58
85,63,60,51,56
1,2,0,0,0
12,12,12,6,12
86,92,90,86,92
0,0,0,0,0
3,6,0,0,0
66,49,60,72,69
51,80,83,58,78
76,70,81,58,81
0,0,0,0,0
75,18,37,93,37
0,0,0,0,0
81,93,81,93,68
100,81,50,75,18
12,12,12,6,6
18,18,5,13,15
56,43,50,68,50
70,45,53,45,56
56,57,62,60,61
31,68,87,87,75
60,81,86,81,76
81,62,100,75,87
46,60,68,65,75
56,50,68,37,87
60,68,76,68,80
75,93,62,68,50
81,75,81,75,37
81,81,100,93,87
87,37,62,75,12
87,56,50,81,75
81,31,93,68,87
75,50,68,68,62
58,70,68,55,76
62,43,81,62,81
48,50,64,60,74
55,66,50,70,71
78,65,65,58,70
87,62,75,56,25
0,0,0,0,0
100,75,62,50,50
6,3,0,0,0
68,18,81,68,25
62,75,56,62,31
0,6,0,0,0
85,76,80,60,62
58,76,70,63,90
49,69,68,77,60
87,87,68,87,12
78,44,72,62,68
68,56,81,62,62
51,63,55,75,48
29,21,30,21,29
18,62,100,50,100
25,62,87,62,100
6,5,6,5,0
0,0,0,0,0
82,54,73,76,65
81,31,93,43,75
75,25,75,50,75
81,100,87,75,75
50,50,87,87,81
0,0,0,0,0
69,69,66,45,56
87,31,81,81,62
56,38,50,68,51
50,51,66,65,68
75,75,81,68,81
75,81,87,81,31
69,36,60,90,73
56,100,75,87,81
68,50,43,87,68
81,87,87,68,62
6,0,0,0,0
6,0,0,0,0
18,30,38,28,11
18,50,62,56,81
49,50,61,48,56
38,68,66,72,54
70,54,76,57,69
37,25,43,75,43
62,43,93,25,87
0,0,0,0,0
0,0,0,0,0
68,71,66,51,61
73,53,46,63,63
56,75,81,75,56
0,0,0,0,0
73,69,74,68,78
65,75,66,65,73
75,43,81,0,37
68,60,60,55,58
75,81,43,81,31
57,66,70,57,81
62,37,43,50,18
56,81,93,37,37
75,73,66,61,53
50,87,75,62,31
81,50,68,56,50
66,53,72,66,68
